publicationId,publicationSeqNo,issn,eissn,publicationTitle,publicationTitle20,publicationTitleISO,publicationFrequency,issuesPerYear,submissionURL,openAccess,country,publicationStartYear,publisherName,publisherAddress,publisherCode,publisherURL
93879,C9289J,1553-877X,1553-877X,IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,IEEE COMMUN SURV TUT,IEEE Commun. Surv. Tutor.,Q,4,https://mc.manuscriptcentral.com/comst-ieee,FALSE,UNITED STATES OF AMERICA,1998,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93880,C7018J,1556-603X,1556-6048,IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE,IEEE COMPUT INTELL M,IEEE Comput. Intell. Mag.,Q,4,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=10207,FALSE,UNITED STATES OF AMERICA,2006,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93881,D0501J,1556-6056,1556-6064,IEEE COMPUTER ARCHITECTURE LETTERS,IEEE COMPUT ARCHIT L,IEEE Comput. Archit. Lett.,H,2,https://mc.manuscriptcentral.com/cal,FALSE,UNITED STATES OF AMERICA,2002,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93882,04091J,0272-1716,1558-1756,IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,IEEE Comput. Graph. Appl.,B,6,,,UNITED STATES OF AMERICA,1981,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93883,D8530J,2162-2248,2162-2256,IEEE CONSUMER ELECTRONICS MAGAZINE,IEEE CONSUM ELECTR M,IEEE Consum. Electron. Mag.,Q,4,,,UNITED STATES OF AMERICA,2012,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93884,10994J,1066-033X,1941-000X,IEEE CONTROL SYSTEMS MAGAZINE,IEEE CONTR SYST MAG,IEEE Control Syst. Mag.,B,6,,,UNITED STATES OF AMERICA,1981,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93885,D1990J,2168-2356,2168-2364,IEEE DESIGN & TEST,IEEE DES TEST,IEEE Des. Test,B,6,,,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93886,10995J,0883-7554,1558-4402,IEEE ELECTRICAL INSULATION MAGAZINE,IEEE ELECTR INSUL M,IEEE Electr. Insul. Mag.,B,6,,,UNITED STATES OF AMERICA,1985,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93888,04572J,0741-3106,1558-0563,IEEE ELECTRON DEVICE LETTERS,IEEE ELECTR DEVICE L,IEEE Electron Device Lett.,M,12,http://mc.manuscriptcentral.com/edl,FALSE,UNITED STATES OF AMERICA,1980,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93889,D8050J,1943-0663,1943-0671,IEEE EMBEDDED SYSTEMS LETTERS,IEEE EMBED SYST LETT,IEEE Embed. Syst. Lett.,Q,4,,,UNITED STATES OF AMERICA,2009,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93890,C5957J,1545-598X,1558-0571,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,IEEE GEOSCI REMOTE S,IEEE Geosci. Remote Sens. Lett.,M,12,https://mc.manuscriptcentral.com/grsl,FALSE,UNITED STATES OF AMERICA,2004,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93891,D7436J,2168-6831,2168-6831,IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,IEEE GEOSC REM SEN M,IEEE Geosci. Remote Sens. Mag.,Q,4,http://mc.manuscriptcentral.com/grsm,FALSE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93892,C9736J,1932-4529,1941-0115,IEEE INDUSTRIAL ELECTRONICS MAGAZINE,IEEE IND ELECTRON M,IEEE Ind. Electron. Mag.,Q,4,,,UNITED STATES OF AMERICA,2007,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93893,13311J,1077-2618,1558-0598,IEEE INDUSTRY APPLICATIONS MAGAZINE,IEEE IND APPL MAG,IEEE Ind. Appl. Mag.,B,6,,,UNITED STATES OF AMERICA,1995,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93894,13312J,1094-6969,1941-0123,IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,IEEE INSTRU MEAS MAG,IEEE Instrum. Meas. Mag.,B,6,,,UNITED STATES OF AMERICA,1998,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93895,13685J,1541-1672,1941-1294,IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,IEEE Intell. Syst.,B,6,,,UNITED STATES OF AMERICA,2001,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93896,D2754J,1939-1390,1939-1390,IEEE INTELLIGENT TRANSPORTATION SYSTEMS MAGAZINE,IEEE INTEL TRANSP SY,IEEE Intell. Transp. Syst. Mag.,Q,4,https://mc.manuscriptcentral.com/itsm,FALSE,UNITED STATES OF AMERICA,2009,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93897,12388J,1089-7801,1941-0131,IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,IEEE Internet Comput.,B,6,https://mc.manuscriptcentral.com/cs-ieee,FALSE,UNITED STATES OF AMERICA,1997,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93898,D6195J,2327-4662,2327-4662,IEEE INTERNET OF THINGS JOURNAL,IEEE INTERNET THINGS,IEEE Internet Things J.,B,6,https://mc.manuscriptcentral.com/iot,FALSE,UNITED STATES OF AMERICA,2014,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93899,D1958J,2168-2194,2168-2208,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,IEEE J BIOMED HEALTH,IEEE J. Biomed. Health Inform.,B,6,http://mc.manuscriptcentral.com/jbhi-embs,FALSE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93900,D2778J,2168-6777,2168-6785,IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS,IEEE J EM SEL TOP P,IEEE J. Emerg. Sel. Top. Power Electron.,Q,4,http://mc.manuscriptcentral.com/jestpe-ieee,FALSE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93901,42137J,0364-9059,1558-1691,IEEE JOURNAL OF OCEANIC ENGINEERING,IEEE J OCEANIC ENG,IEEE J. Ocean. Eng.,Q,4,http://joe.msubmit.net/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1976,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93902,D1710J,2156-3381,2156-3381,IEEE JOURNAL OF PHOTOVOLTAICS,IEEE J PHOTOVOLT,IEEE J. Photovolt.,B,6,https://mc.manuscriptcentral.com/jpv,FALSE,UNITED STATES OF AMERICA,2011,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93903,42152J,0018-9197,1558-1713,IEEE JOURNAL OF QUANTUM ELECTRONICS,IEEE J QUANTUM ELECT,IEEE J. Quantum Electron.,B,6,http://mc.manuscriptcentral.com/jqe-ieee,FALSE,UNITED STATES OF AMERICA,1965,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93904,C9301J,1939-1404,2151-1535,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,IEEE J-STARS,IEEE J. Sel. Top. Appl. Earth Observ. Remote Sens.,M,12,https://mc.manuscriptcentral.com/jstars,FALSE,UNITED STATES OF AMERICA,2008,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93905,11536J,1077-260X,1558-4542,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,IEEE J SEL TOP QUANT,IEEE J. Sel. Top. Quantum Electron.,B,6,,,UNITED STATES OF AMERICA,1995,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93906,C9290J,1932-4553,1941-0484,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,IEEE J-STSP,IEEE J. Sel. Top. Signal Process.,B,6,http://mc.manuscriptcentral.com/jstsp-ieee,FALSE,UNITED STATES OF AMERICA,2007,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93907,42196J,0018-9200,1558-173X,IEEE JOURNAL OF SOLID-STATE CIRCUITS,IEEE J SOLID-ST CIRC,IEEE J. Solid-State Circuit,M,12,http://mc.manuscriptcentral.com/jssc-ieee,FALSE,UNITED STATES OF AMERICA,1966,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93908,D5238J,2168-6734,2168-6734,IEEE JOURNAL OF THE ELECTRON DEVICES SOCIETY,IEEE J ELECTRON DEVI,IEEE J. Electron Devices Soc.,B,6,,TRUE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93909,D4149J,2168-2372,2168-2372,IEEE JOURNAL OF TRANSLATIONAL ENGINEERING IN HEALTH AND MEDICINE-JTEHM,IEEE J TRANSL ENG HE,IEEE J. Transl. Eng. Health Med.-JTEHM,C,1,,TRUE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93910,D2522J,2156-3357,2156-3357,IEEE JOURNAL ON EMERGING AND SELECTED TOPICS IN CIRCUITS AND SYSTEMS,IEEE J EM SEL TOP C,,Q,4,https://mc.manuscriptcentral.com/JETCAS,FALSE,UNITED STATES OF AMERICA,2011,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93912,06406J,0733-8716,1558-0008,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,IEEE J. Sel. Areas Commun.,M,12,http://www.comsoc.org/jsac/electronic-submissions,FALSE,UNITED STATES OF AMERICA,1983,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93913,C9737J,1548-0992,1548-0992,IEEE LATIN AMERICA TRANSACTIONS,IEEE LAT AM T,IEEE Latin Am. Trans.,M,12,,,UNITED STATES OF AMERICA,2003,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93914,D2509J,1949-307X,1949-3088,IEEE MAGNETICS LETTERS,IEEE MAGN LETT,IEEE Magn. Lett.,A,1,https://mc.manuscriptcentral.com/maglet-ieee,FALSE,UNITED STATES OF AMERICA,2010,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93915,04088J,0272-1732,1937-4143,IEEE MICRO,IEEE MICRO,IEEE Micro,B,6,https://mc.manuscriptcentral.com/cs-ieee,FALSE,UNITED STATES OF AMERICA,1981,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93916,13579J,1531-1309,1558-1764,IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,IEEE MICROW WIREL CO,IEEE Microw. Wirel. Compon. Lett.,M,12,https://mc.manuscriptcentral.com/mwcl-ieee,FALSE,UNITED STATES OF AMERICA,1991,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93917,14176J,1527-3342,1557-9581,IEEE MICROWAVE MAGAZINE,IEEE MICROW MAG,IEEE Microw. Mag.,B,7,,,UNITED STATES OF AMERICA,2000,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93918,11367J,1070-986X,1941-0166,IEEE MULTIMEDIA,IEEE MULTIMEDIA,IEEE Multimedia,Q,4,,,UNITED STATES OF AMERICA,1994,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93920,10996J,0890-8044,1558-156X,IEEE NETWORK,IEEE NETWORK,IEEE Netw.,B,6,http://mc.manuscriptcentral.com/network-ieee,FALSE,UNITED STATES OF AMERICA,1987,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93921,14143J,1536-1268,1558-2590,IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,IEEE Pervasive Comput.,Q,4,,,UNITED STATES OF AMERICA,2002,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93922,D0168J,1943-0655,1943-0647,IEEE PHOTONICS JOURNAL,IEEE PHOTONICS J,IEEE Photonics J.,B,6,http://mc.manuscriptcentral.com/pj-ieee,TRUE,UNITED STATES OF AMERICA,2009,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93923,09066J,1041-1135,1941-0174,IEEE PHOTONICS TECHNOLOGY LETTERS,IEEE PHOTONIC TECH L,IEEE Photonics Technol. Lett.,S,24,https://mc.manuscriptcentral.com/ptl,FALSE,UNITED STATES OF AMERICA,1989,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93925,C7546J,1540-7977,1558-4216,IEEE POWER & ENERGY MAGAZINE,IEEE POWER ENERGY M,IEEE Power Energy Mag.,B,6,,,UNITED STATES OF AMERICA,2003,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93927,D1333J,2154-2287,2154-2287,IEEE PULSE,IEEE PULSE,IEEE Pulse,B,6,,,UNITED STATES OF AMERICA,1862,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93929,11391J,1070-9932,1558-223X,IEEE ROBOTICS & AUTOMATION MAGAZINE,IEEE ROBOT AUTOM MAG,IEEE Robot. Autom. Mag.,Q,4,,,UNITED STATES OF AMERICA,1994,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93931,C4938J,1540-7993,1558-4046,IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,IEEE Secur. Priv.,B,6,,,UNITED STATES OF AMERICA,2003,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93932,14198J,1530-437X,1558-1748,IEEE SENSORS JOURNAL,IEEE SENS J,IEEE Sens. J.,S,24,https://mc.manuscriptcentral.com/sensors,FALSE,UNITED STATES OF AMERICA,2001,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93933,11289J,1070-9908,1558-2361,IEEE SIGNAL PROCESSING LETTERS,IEEE SIGNAL PROC LET,IEEE Signal Process. Lett.,M,12,http://mc.manuscriptcentral.com/sps-ieee,FALSE,UNITED STATES OF AMERICA,1994,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93934,11290J,1053-5888,1558-0792,IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROC MAG,IEEE Signal Process. Mag.,B,6,,,UNITED STATES OF AMERICA,1984,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93935,06172J,0740-7459,1937-4194,IEEE SOFTWARE,IEEE SOFTWARE,IEEE Softw.,B,6,,,UNITED STATES OF AMERICA,1984,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",HV614,http://www.computer.org
93936,42240J,0018-9235,1939-9340,IEEE SPECTRUM,IEEE SPECTRUM,IEEE Spectr.,M,12,,,UNITED STATES OF AMERICA,1964,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93937,C9792J,1932-8184,1937-9234,IEEE SYSTEMS JOURNAL,IEEE SYST J,IEEE Syst. J.,Q,4,https://mc.manuscriptcentral.com/ieee,FALSE,UNITED STATES OF AMERICA,2007,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93939,07410J,0278-0097,1937-416X,IEEE TECHNOLOGY AND SOCIETY MAGAZINE,IEEE TECHNOL SOC MAG,IEEE Technol. Soc. Mag.,Q,4,,,UNITED STATES OF AMERICA,1982,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93940,42328J,0018-9251,1557-9603,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,IEEE T AERO ELEC SYS,IEEE Trans. Aerosp. Electron. Syst.,Q,4,http://taes.msubmit.net/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1965,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93941,D1967J,1949-3045,1949-3045,IEEE TRANSACTIONS ON AFFECTIVE COMPUTING,IEEE T AFFECT COMPUT,IEEE Trans. Affect. Comput.,Q,4,https://mc.manuscriptcentral.com/taffc-cs,FALSE,UNITED STATES OF AMERICA,2010,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93942,42416J,0018-926X,1558-2221,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,IEEE T ANTENN PROPAG,IEEE Trans. Antennas Propag.,M,12,http://mc.manuscriptcentral.com/tap-ieee,FALSE,UNITED STATES OF AMERICA,1953,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93943,10998J,1051-8223,1558-2515,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,IEEE Trans. Appl. Supercond.,B,8,http://mc.manuscriptcentral.com/tas-ieee,FALSE,UNITED STATES OF AMERICA,1991,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93944,42592J,0018-9286,1558-2523,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,IEEE T AUTOMAT CONTR,IEEE Trans. Autom. Control,M,12,http://css.paperplaza.net/journals/tac/scripts/login.pl,FALSE,UNITED STATES OF AMERICA,1956,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93945,C5738J,1545-5955,1558-3783,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,IEEE T AUTOM SCI ENG,IEEE Trans. Autom. Sci. Eng.,Q,4,https://mc.manuscriptcentral.com/t-ase?S1LOGIN=null&CONFIG_ID=408&PORTAL=null&POST_ACTION=&CURRENT_PAGE=LOGIN&JAVASCRIPT_ENABLED=Y&LOGIN_SITE_SHORT_NAME=null&BROWSER_SUPPORTED=Y&NATURAL_TIMEOUT=false&SAVE_MS_DETAILS_FL=&NEXT_PAGE=LOGIN&CURRENT_USER_ID=0&PRE_ACTION=&PAGE_LOADED_FLAG=&PROXY_TO_DOCUMENT_ID=&EXTERNAL_HTTP_REFERRER=http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8856&NEXT_PAGE_FOR_REDIRECT=&SWITCH_CONFIG_ID_PREV=&CURRENT_ROLE_ID=1&SWITCH_CONFIG_ID=&DISPLAY=&SAVE_MS_DETAILS_VALIDATE_FL=&NEW_USER_CONFIG_ID=&PROXY_TO_ROLE_ID=&CHANGE_PORTAL_CONFIG_ID_FOR_LOGIN_PAGE=&PAGE_DIRTY_FL=&PROXY_TO_PAGE_NAME=&PROXY_TO_DOCUMENT_TASK_ID=&&LOGIN_SITE_SHORT_NAME=null,FALSE,UNITED STATES OF AMERICA,2004,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93947,C9793J,1932-4545,1940-9990,IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,IEEE T BIOMED CIRC S,IEEE Trans. Biomed. Circuits Syst.,B,6,https://mc.manuscriptcentral.com/tbcas?S1LOGIN=null&CONFIG_ID=3205&PORTAL=null&POST_ACTION=&CURRENT_PAGE=LOGIN&JAVASCRIPT_ENABLED=Y&LOGIN_SITE_SHORT_NAME=null&BROWSER_SUPPORTED=Y&NATURAL_TIMEOUT=false&DOCUMENT_HASHCODE=&NEXT_PAGE=LOGIN&SAVE_MS_DETAILS_FL=,FALSE,UNITED STATES OF AMERICA,2007,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93948,42636J,0018-9294,1558-2531,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,IEEE T BIO-MED ENG,IEEE Trans. Biomed. Eng.,M,12,http://mc.manuscriptcentral.com/embs-ieee,FALSE,UNITED STATES OF AMERICA,1964,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93949,42724J,0018-9316,1557-9611,IEEE TRANSACTIONS ON BROADCASTING,IEEE T BROADCAST,IEEE Trans. Broadcast.,Q,4,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=11,FALSE,UNITED STATES OF AMERICA,1963,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93950,10999J,1051-8215,1558-2205,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,IEEE T CIRC SYST VID,IEEE Trans. Circuits Syst. Video Technol.,M,12,http://tcsvt.polito.it/Forms/Authors/index.html,FALSE,UNITED STATES OF AMERICA,1991,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93952,09775J,1549-7747,1558-3791,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,IEEE T CIRCUITS-II,IEEE Trans. Circuits Syst. II-Express Briefs,M,12,http://tcas2.polito.it/final/login.php,FALSE,UNITED STATES OF AMERICA,1992,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93951,09774J,1549-8328,1558-0806,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,IEEE T CIRCUITS-I,IEEE Trans. Circuits Syst. I-Regul. Pap.,M,12,http://tcas1.polito.it/Forms/Authors/index.html,FALSE,UNITED STATES OF AMERICA,1992,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
93953,D3619J,2168-7161,2168-7161,IEEE TRANSACTIONS ON CLOUD COMPUTING,IEEE T CLOUD COMPUT,IEEE Trans. Cloud Comput.,Q,4,https://mc.manuscriptcentral.com/tcc-cs,FALSE,UNITED STATES OF AMERICA,2013,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",LT560,http://www.ieee.org
