Journal title,search title,search id,search hash,matched,suggestions
Journal of Rehabilitation,Journal of Rehabilitation,jour.1019059,a1043f7c2ce6bbd555cf8017e7719613ecb99893,1.0,"{""suggestions"": [{""value"": ""American Journal of Physical Medicine & Rehabilitation"", ""data"": {""id"": ""jour.1017017"", ""title"": ""American Journal of Physical Medicine & Rehabilitation"", ""hash"": ""0bc8cca2f32dfa2fa1893d37d368ac4e4a1ae5f7""}}, {""value"": ""Journal of Oral Rehabilitation"", ""data"": {""id"": ""jour.1020374"", ""title"": ""Journal of Oral Rehabilitation"", ""hash"": ""6b83436ad199bcdae5bfdc803ee0595f8d9a8adf""}}, {""value"": ""Journal of Head Trauma Rehabilitation"", ""data"": {""id"": ""jour.1096907"", ""title"": ""Journal of Head Trauma Rehabilitation"", ""hash"": ""457dd702e86b7bc086147c00e1ae99b32bb3be65""}}, {""value"": ""Journal of Cardiopulmonary Rehabilitation and Prevention"", ""data"": {""id"": ""jour.1319867"", ""title"": ""Journal of Cardiopulmonary Rehabilitation and Prevention"", ""hash"": ""cd455c7a899be911928bdf79884dea67ea3493ae""}}, {""value"": ""International Journal of Rehabilitation Research"", ""data"": {""id"": ""jour.1087986"", ""title"": ""International Journal of Rehabilitation Research"", ""hash"": ""1b11bff8100a9c2730dc044729f2a30fa8710657""}}, {""value"": ""Journal of Rehabilitation Medicine"", ""data"": {""id"": ""jour.1028344"", ""title"": ""Journal of Rehabilitation Medicine"", ""hash"": ""12db77869cdf37b9af2a44916aece901f9e24ec7""}}, {""value"": ""The Journal of Rehabilitation Research and Development"", ""data"": {""id"": ""jour.1094863"", ""title"": ""The Journal of Rehabilitation Research and Development"", ""hash"": ""2216b7b57dc7c3a033ff28e2bdac97fb9c9a882b""}}, {""value"": ""The Japanese Journal of Rehabilitation Medicine"", ""data"": {""id"": ""jour.1067717"", ""title"": ""The Japanese Journal of Rehabilitation Medicine"", ""hash"": ""3d840e66d11d5b0d2bbb0c0a0a8ded4716db210a""}}, {""value"": ""Journal of Back and Musculoskeletal Rehabilitation"", ""data"": {""id"": ""jour.1101955"", ""title"": ""Journal of Back and Musculoskeletal Rehabilitation"", ""hash"": ""e529cf36ac7a597ce93d919a7e4341d673a9806e""}}, {""value"": ""International Journal of Therapy and Rehabilitation"", ""data"": {""id"": ""jour.1032272"", ""title"": ""International Journal of Therapy and Rehabilitation"", ""hash"": ""3e464b192ceb1c0d6e2f5c07027443ef11fc8310""}}, {""value"": ""Journal of NeuroEngineering and Rehabilitation"", ""data"": {""id"": ""jour.1034479"", ""title"": ""Journal of NeuroEngineering and Rehabilitation"", ""hash"": ""f1b23381a9ceda8403a23eda912a0acbb5ced56f""}}, {""value"": ""Journal of Occupational Rehabilitation"", ""data"": {""id"": ""jour.1102025"", ""title"": ""Journal of Occupational Rehabilitation"", ""hash"": ""4d95e155b6a78282a7a4ed2c2f0dd6e07cef2e4a""}}, {""value"": ""Journal of Offender Rehabilitation"", ""data"": {""id"": ""jour.1102053"", ""title"": ""Journal of Offender Rehabilitation"", ""hash"": ""0e7a11f43667cd05202ba92c342036aec5164d91""}}, {""value"": ""Journal of Sport Rehabilitation"", ""data"": {""id"": ""jour.1102258"", ""title"": ""Journal of Sport Rehabilitation"", ""hash"": ""60c5b160fe9641cc59376bca91770c8c6c22e637""}}, {""value"": ""Journal of Exercise Rehabilitation"", ""data"": {""id"": ""jour.1048880"", ""title"": ""Journal of Exercise Rehabilitation"", ""hash"": ""63f0ed31e770b388bd163c9af13d703d30227cda""}}, {""value"": ""Journal of Applied Rehabilitation Counseling"", ""data"": {""id"": ""jour.1020297"", ""title"": ""Journal of Applied Rehabilitation Counseling"", ""hash"": ""b955b578b71d580b2b017a66d3a35d875dd6a227""}}, {""value"": ""Journal of Rehabilitation"", ""data"": {""id"": ""jour.1019059"", ""title"": ""Journal of Rehabilitation"", ""hash"": ""a1043f7c2ce6bbd555cf8017e7719613ecb99893""}}, {""value"": ""Asia-Pacific Journal of Sports Medicine Arthroscopy Rehabilitation and Technology"", ""data"": {""id"": ""jour.1051137"", ""title"": ""Asia-Pacific Journal of Sports Medicine Arthroscopy Rehabilitation and Technology"", ""hash"": ""0a6c30162f30ae1de05c33270e3dae158ea1e3ec""}}, {""value"": ""European Journal of Physical and Rehabilitation Medicine"", ""data"": {""id"": ""jour.1294963"", ""title"": ""European Journal of Physical and Rehabilitation Medicine"", ""hash"": ""d8a453abcb4dea60afcb9368b9d0c652b20f3cdf""}}, {""value"": ""Turkish Journal of Physical Medicine and Rehabilitation"", ""data"": {""id"": ""jour.1023522"", ""title"": ""Turkish Journal of Physical Medicine and Rehabilitation"", ""hash"": ""fd3b105e9d55af276261f812f56b3e544ed8ccab""}}, {""value"": ""American Journal of Psychiatric Rehabilitation"", ""data"": {""id"": ""jour.1033762"", ""title"": ""American Journal of Psychiatric Rehabilitation"", ""hash"": ""996d1d2aa13dd0238e8cfc032dffca1a82d0d6e4""}}, {""value"": ""Journal of Vocational Rehabilitation"", ""data"": {""id"": ""jour.1101898"", ""title"": ""Journal of Vocational Rehabilitation"", ""hash"": ""c7ca0ce240e190d88e720e32bf3ef39211f00f35""}}, {""value"": ""Journal of Pediatric Rehabilitation Medicine"", ""data"": {""id"": ""jour.1040841"", ""title"": ""Journal of Pediatric Rehabilitation Medicine"", ""hash"": ""4b74cf83ba88642a41fa7981d755ff5ee4ad2b8b""}}, {""value"": ""Journal of Social Work in Disability & Rehabilitation"", ""data"": {""id"": ""jour.1030197"", ""title"": ""Journal of Social Work in Disability & Rehabilitation"", ""hash"": ""f1d20653e43b66a8421238239b15bdee2511fe13""}}, {""value"": ""International Journal of Physical Medicine & Rehabilitation"", ""data"": {""id"": ""jour.1048735"", ""title"": ""International Journal of Physical Medicine & Rehabilitation"", ""hash"": ""a35d9be047338b35224793eb09369e6ba34171e0""}}, {""value"": ""Australian Journal of Rehabilitation Counselling"", ""data"": {""id"": ""jour.1039976"", ""title"": ""Australian Journal of Rehabilitation Counselling"", ""hash"": ""5e83dd94effb400f238927b92a528df38fdfb15b""}}, {""value"": ""Journal of Offender Counseling Services Rehabilitation"", ""data"": {""id"": ""jour.1090958"", ""title"": ""Journal of Offender Counseling Services Rehabilitation"", ""hash"": ""10f1b84622a0a671ea358555cc25ebeb710a5b67""}}, {""value"": ""Journal of Orthopaedics Trauma and Rehabilitation"", ""data"": {""id"": ""jour.1043672"", ""title"": ""Journal of Orthopaedics Trauma and Rehabilitation"", ""hash"": ""35922b038d098cd15e9689b7475aa0db346ebafd""}}, {""value"": ""Journal of Special Education and Rehabilitation"", ""data"": {""id"": ""jour.1047502"", ""title"": ""Journal of Special Education and Rehabilitation"", ""hash"": ""c395bdb362353ee6f004883bf9747c9cbc431158""}}, {""value"": ""European Journal of Physical Medicine and Rehabilitation"", ""data"": {""id"": ""jour.1089347"", ""title"": ""European Journal of Physical Medicine and Rehabilitation"", ""hash"": ""8763d377723df048da211ab23efa67f420ee695a""}}, {""value"": ""Journal of Dental Rehabilitation and Applied Science"", ""data"": {""id"": ""jour.1050850"", ""title"": ""Journal of Dental Rehabilitation and Applied Science"", ""hash"": ""d0113ce94b5d313ab3098592fc153deba064a32a""}}, {""value"": ""Journal of Rehabilitation and Assistive Technologies Engineering"", ""data"": {""id"": ""jour.1052753"", ""title"": ""Journal of Rehabilitation and Assistive Technologies Engineering"", ""hash"": ""607c93da913f1cbe012c46046e0bc91e391d7ee7""}}, {""value"": ""Journal of Rehabilitation Research and Development"", ""data"": {""id"": ""jour.1017087"", ""title"": ""Journal of Rehabilitation Research and Development"", ""hash"": ""d8d3f1dcbdb1861a0c77b5c175ad08c7452c7187""}}, {""value"": ""International Journal of Therapies and Rehabilitation Research"", ""data"": {""id"": ""jour.1144994"", ""title"": ""International Journal of Therapies and Rehabilitation Research"", ""hash"": ""72e2d8910e0f27e61e2a07838445550e41193d2e""}}, {""value"": ""Middle East Journal of Rehabilitation and Health"", ""data"": {""id"": ""jour.1149323"", ""title"": ""Middle East Journal of Rehabilitation and Health"", ""hash"": ""e04f19dde150cbc99cd7e5966ef1fc2b4ae1079b""}}, {""value"": ""Journal of Psychosocial Rehabilitation and Mental Health"", ""data"": {""id"": ""jour.1052139"", ""title"": ""Journal of Psychosocial Rehabilitation and Mental Health"", ""hash"": ""85f16a01ef79fcb85218671601b5461b4f421ed8""}}, {""value"": ""Journal of Orthopedics Traumatology and Rehabilitation"", ""data"": {""id"": ""jour.1149735"", ""title"": ""Journal of Orthopedics Traumatology and Rehabilitation"", ""hash"": ""00b166adabeba8c58fd75c4a4a53fb161e71b247""}}, {""value"": ""Journal of rehabilitation medicine. Supplement"", ""data"": {""id"": ""jour.1014011"", ""title"": ""Journal of rehabilitation medicine. Supplement"", ""hash"": ""322ccbc03ab75116be5f72b45e26a8cc084cd6b7""}}, {""value"": ""International Journal of Rehabilitation and Health"", ""data"": {""id"": ""jour.1113468"", ""title"": ""International Journal of Rehabilitation and Health"", ""hash"": ""4f3a444ba3f137d29139b2683966d33f317b1e6f""}}, {""value"": ""Open Journal of Therapy and Rehabilitation"", ""data"": {""id"": ""jour.1150402"", ""title"": ""Open Journal of Therapy and Rehabilitation"", ""hash"": ""7592255b0d35c0089d985842b558ffa8c993cccf""}}, {""value"": ""The Korean Journal of Rehabilitation Nursing"", ""data"": {""id"": ""jour.1150737"", ""title"": ""The Korean Journal of Rehabilitation Nursing"", ""hash"": ""765f88c739dd69a4da32a8f3ea4f6bda5a33c639""}}, {""value"": ""International Journal of Orthodontic Rehabilitation"", ""data"": {""id"": ""jour.1291623"", ""title"": ""International Journal of Orthodontic Rehabilitation"", ""hash"": ""0f3c6753ca07f4f3568eccbd109e667be087e41b""}}, {""value"": ""Journal of Addictive Behaviors Therapy & Rehabilitation"", ""data"": {""id"": ""jour.1049592"", ""title"": ""Journal of Addictive Behaviors Therapy & Rehabilitation"", ""hash"": ""2d490ade7bfe1a27c9f04a4f6ff8deea5ac0b4d8""}}, {""value"": ""African Journal of Physiotherapy and Rehabilitation Sciences"", ""data"": {""id"": ""jour.1044228"", ""title"": ""African Journal of Physiotherapy and Rehabilitation Sciences"", ""hash"": ""9d3682fb2cf896727dfc0fabcec155dbfbb7e1dc""}}, {""value"": ""International Journal of Health and Rehabilitation Sciences (IJHRS)"", ""data"": {""id"": ""jour.1149249"", ""title"": ""International Journal of Health and Rehabilitation Sciences (IJHRS)"", ""hash"": ""620d4f41168548580771aaecdc8b134b1f19bddd""}}, {""value"": ""Japanese Journal of Comprehensive Rehabilitation Science"", ""data"": {""id"": ""jour.1369166"", ""title"": ""Japanese Journal of Comprehensive Rehabilitation Science"", ""hash"": ""abf190c817ea6ee7281e29902ad0afa4a04b208d""}}, {""value"": ""Journal of Physiotherapy & Physical Rehabilitation"", ""data"": {""id"": ""jour.1284421"", ""title"": ""Journal of Physiotherapy & Physical Rehabilitation"", ""hash"": ""11fb01812187c10423e7a60fb48d7fba3c6efb0f""}}, {""value"": ""Journal of Novel Physiotherapy and Physical Rehabilitation"", ""data"": {""id"": ""jour.1050494"", ""title"": ""Journal of Novel Physiotherapy and Physical Rehabilitation"", ""hash"": ""f23a6b4a2acc09b9a3050939562e1550394da7d5""}}, {""value"": ""Global Journal of Addiction & Rehabilitation Medicine"", ""data"": {""id"": ""jour.1298517"", ""title"": ""Global Journal of Addiction & Rehabilitation Medicine"", ""hash"": ""d0016a658fc7c6b8abc83fcfcd50e0551cd874d6""}}, {""value"": ""Journal of Building Pathology and Rehabilitation"", ""data"": {""id"": ""jour.1136151"", ""title"": ""Journal of Building Pathology and Rehabilitation"", ""hash"": ""e504984e6c2931d50941a064f715458e58a48d6f""}}, {""value"": ""Journal of Korean Medicine Rehabilitation"", ""data"": {""id"": ""jour.1149185"", ""title"": ""Journal of Korean Medicine Rehabilitation"", ""hash"": ""b0d5d1b24b73e441b588b9c0fea48eb3370c73de""}}, {""value"": ""International Journal of Pedodontic Rehabilitation"", ""data"": {""id"": ""jour.1292512"", ""title"": ""International Journal of Pedodontic Rehabilitation"", ""hash"": ""e9fc6455359d9527570f03a0e14808fa26c0f2b9""}}, {""value"": ""T\u00fcrk Fizyoterapi ve Rehabilitasyon Dergisi/Turkish Journal of Physiotherapy and Rehabilitation"", ""data"": {""id"": ""jour.1152268"", ""title"": ""T\u00fcrk Fizyoterapi ve Rehabilitasyon Dergisi/Turkish Journal of Physiotherapy and Rehabilitation"", ""hash"": ""cc68f59df8e135b0ab7cb1d9a9b18dd704ec3d21""}}, {""value"": ""Journal of rehabilitation welfare engineering & assistive technology"", ""data"": {""id"": ""jour.1292533"", ""title"": ""Journal of rehabilitation welfare engineering & assistive technology"", ""hash"": ""22dc5bfcd1669a6a692e64b9af251b5bf0dbb280""}}, {""value"": ""The Journal of the International Society of Physical and Rehabilitation Medicine"", ""data"": {""id"": ""jour.1337702"", ""title"": ""The Journal of the International Society of Physical and Rehabilitation Medicine"", ""hash"": ""534be23a837529a37e306ce08c23fb6359943f03""}}, {""value"": ""Indian Journal of Physical Medicine and Rehabilitation"", ""data"": {""id"": ""jour.1036143"", ""title"": ""Indian Journal of Physical Medicine and Rehabilitation"", ""hash"": ""1012cbc994ec55c4299a809eedd8840e913f84c0""}}, {""value"": ""International Journal of Physical Therapy & Rehabilitation"", ""data"": {""id"": ""jour.1157351"", ""title"": ""International Journal of Physical Therapy & Rehabilitation"", ""hash"": ""db9d1d08325499ff0b288049ffa0779f6ada3cad""}}, {""value"": ""International Journal of Science and Rehabilitation in Special Needs"", ""data"": {""id"": ""jour.1365236"", ""title"": ""International Journal of Science and Rehabilitation in Special Needs"", ""hash"": ""0f1486dcd5f34c5adc4c0773d196d64b4acb3ba4""}}, {""value"": ""Iranian Journal of Rehabilitation Research in Nursing"", ""data"": {""id"": ""jour.1292621"", ""title"": ""Iranian Journal of Rehabilitation Research in Nursing"", ""hash"": ""515a6a72e647f85572ee38dca48b82ff503b0b86""}}, {""value"": ""Journal of Novel Physiotherapy and Rehabilitation"", ""data"": {""id"": ""jour.1300271"", ""title"": ""Journal of Novel Physiotherapy and Rehabilitation"", ""hash"": ""eca2840680b2dbde653f71304b92a021519624fa""}}, {""value"": ""Journal of Modern Rehabilitation"", ""data"": {""id"": ""jour.1300196"", ""title"": ""Journal of Modern Rehabilitation"", ""hash"": ""7ae8f92947055bd10a36e24ee787be70c381d4d7""}}, {""value"": ""International Journal of Orthopedics and Rehabilitation"", ""data"": {""id"": ""jour.1157097"", ""title"": ""International Journal of Orthopedics and Rehabilitation"", ""hash"": ""7752fab6f2dafc36036e65ccd92846cc1b7339eb""}}, {""value"": ""Journal of Rehabilitation Robotics"", ""data"": {""id"": ""jour.1156023"", ""title"": ""Journal of Rehabilitation Robotics"", ""hash"": ""64dca06c8fd6dc8fb063683fa45fff867c544ac1""}}, {""value"": ""Journal of Riphah College of Rehabilitation Sciences"", ""data"": {""id"": ""jour.1364699"", ""title"": ""Journal of Riphah College of Rehabilitation Sciences"", ""hash"": ""be540a207cfb4544795c680e9587b5771725f525""}}, {""value"": ""The Internet Journal of Rehabilitation"", ""data"": {""id"": ""jour.1156498"", ""title"": ""The Internet Journal of Rehabilitation"", ""hash"": ""87d29f67a8f1915c34a7c7cc4d8fc92cffe445e0""}}, {""value"": ""Russian Journal of Physiotherapy Balneology and Rehabilitation"", ""data"": {""id"": ""jour.1037065"", ""title"": ""Russian Journal of Physiotherapy Balneology and Rehabilitation"", ""hash"": ""ee2cf14602332320d4ee95cf9457610a8d157b99""}}, {""value"": ""Journal of the Australasian Rehabilitation Nurses Association"", ""data"": {""id"": ""jour.1048890"", ""title"": ""Journal of the Australasian Rehabilitation Nurses Association"", ""hash"": ""bf82b6ad9db7aac0068ddb3004712c67c6aa0dbb""}}, {""value"": ""Journal of restorative medicine and rehabilitation"", ""data"": {""id"": ""jour.1355234"", ""title"": ""Journal of restorative medicine and rehabilitation"", ""hash"": ""b42dc997e7432c891823819c93bb15d04110a94d""}}, {""value"": ""Journal of Neuroscience and Rehabilitation"", ""data"": {""id"": ""jour.1053305"", ""title"": ""Journal of Neuroscience and Rehabilitation"", ""hash"": ""b6af486e4803af7f7c42cc805f15fc2a36c21024""}}, {""value"": ""Journal of Disability Management and Rehabilitation"", ""data"": {""id"": ""jour.1337065"", ""title"": ""Journal of Disability Management and Rehabilitation"", ""hash"": ""3d29cb58227dd250d88e9183bc3a0beb202a11a9""}}, {""value"": ""The Korean Journal of Rehabilitation Psychology"", ""data"": {""id"": ""jour.1366439"", ""title"": ""The Korean Journal of Rehabilitation Psychology"", ""hash"": ""d29e594f36be7372b7b8fa55ef69488a8eef2eb5""}}, {""value"": ""Journal of cyber therapy and rehabilitation"", ""data"": {""id"": ""jour.1042188"", ""title"": ""Journal of cyber therapy and rehabilitation"", ""hash"": ""79e21a82b3a2af43ebe45df6c424f758f6921810""}}, {""value"": ""American Research Journal of Addiction and Rehabilitation"", ""data"": {""id"": ""jour.1367282"", ""title"": ""American Research Journal of Addiction and Rehabilitation"", ""hash"": ""f74fc5fbfcb0caa0b99a670ebde88c445c7c8d40""}}, {""value"": ""Edorium Journal of Disability and Rehabilitation"", ""data"": {""id"": ""jour.1284429"", ""title"": ""Edorium Journal of Disability and Rehabilitation"", ""hash"": ""054debcc40d17ad5f7ec39d48b97f38e3df8cae7""}}]}"
Military Psychology,Military Psychology,jour.1099774,3d20df50be6b2334e53406b78818d0dadf91f668,1.0,"{""suggestions"": [{""value"": ""Military Psychology"", ""data"": {""id"": ""jour.1099774"", ""title"": ""Military Psychology"", ""hash"": ""3d20df50be6b2334e53406b78818d0dadf91f668""}}]}"
Occupational Medicine,Occupational Medicine,jour.1102205,cbd348eda842df48491c77a7ee27932c8a990e7f,1.0,"{""suggestions"": [{""value"": ""Journal of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1081863"", ""title"": ""Journal of Occupational and Environmental Medicine"", ""hash"": ""082a7bd38a950789217be9967b2408023001cb7c""}}, {""value"": ""Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1017084"", ""title"": ""Occupational and Environmental Medicine"", ""hash"": ""4683fd8182a64082d2bc5507a989e6fa1257aff7""}}, {""value"": ""Occupational Medicine"", ""data"": {""id"": ""jour.1102205"", ""title"": ""Occupational Medicine"", ""hash"": ""cbd348eda842df48491c77a7ee27932c8a990e7f""}}, {""value"": ""International Journal of Occupational Medicine and Environmental Health"", ""data"": {""id"": ""jour.1100654"", ""title"": ""International Journal of Occupational Medicine and Environmental Health"", ""hash"": ""91788b69841c3c8fcaab8d353cd1f4091482ed79""}}, {""value"": ""Annals of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1048483"", ""title"": ""Annals of Occupational and Environmental Medicine"", ""hash"": ""9b33201f8d10b12ba25910497baecfedb340a120""}}, {""value"": ""Journal of Occupational Medicine and Toxicology"", ""data"": {""id"": ""jour.1035301"", ""title"": ""Journal of Occupational Medicine and Toxicology"", ""hash"": ""53248eab06111b9ed8c9022a150bd4f0876531e1""}}, {""value"": ""Clinics in Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1021563"", ""title"": ""Clinics in Occupational and Environmental Medicine"", ""hash"": ""c5706f9e32cd1488224601e886c73161f8cd6c51""}}, {""value"": ""Journal of occupational medicine"", ""data"": {""id"": ""jour.1312056"", ""title"": ""Journal of occupational medicine"", ""hash"": ""f89893e1d1d5c3b2e5eba0b246b7000ee9c18f9c""}}, {""value"": ""Indian Journal of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1119355"", ""title"": ""Indian Journal of Occupational and Environmental Medicine"", ""hash"": ""3c0c982ccf15a1c3e16137a1f48286b81179d393""}}, {""value"": ""The International Journal of Occupational and Environmental Medicine"", ""data"": {""id"": ""jour.1043810"", ""title"": ""The International Journal of Occupational and Environmental Medicine"", ""hash"": ""7f20209258648572868044ca6b060fb32738ae7d""}}, {""value"": ""Egyptian Journal of Occupational Medicine"", ""data"": {""id"": ""jour.1127985"", ""title"": ""Egyptian Journal of Occupational Medicine"", ""hash"": ""e6f1e7e6c787f99cbe18e1336c8f07dbcc5e7b9b""}}, {""value"": ""Occupational Medicine & Health Affairs"", ""data"": {""id"": ""jour.1049071"", ""title"": ""Occupational Medicine & Health Affairs"", ""hash"": ""92b08bfaed07c7924446d617363c7e183f7cb237""}}, {""value"": ""Archives of Industrial Hygiene and Occupational Medicine"", ""data"": {""id"": ""jour.1062262"", ""title"": ""Archives of Industrial Hygiene and Occupational Medicine"", ""hash"": ""6a9d2760a3ceba605f010c3fafb603768d2db9ce""}}, {""value"": ""Occupational Diseases and Environmental Medicine"", ""data"": {""id"": ""jour.1154663"", ""title"": ""Occupational Diseases and Environmental Medicine"", ""hash"": ""f032ac4702eee08c6238867637007d5d6a945d45""}}, {""value"": ""Romanian Journal of Occupational Medicine"", ""data"": {""id"": ""jour.1365551"", ""title"": ""Romanian Journal of Occupational Medicine"", ""hash"": ""2959052d93c69cf4164b1acddf064f078428ed68""}}]}"
Psychologie du Travail et des Organisations,Psychologie du Travail et des Organisations,jour.1048896,1dbb562043c8cbbf604475698a80566b37c5e446,1.0,"{""suggestions"": [{""value"": ""Psychologie du Travail et des Organisations"", ""data"": {""id"": ""jour.1048896"", ""title"": ""Psychologie du Travail et des Organisations"", ""hash"": ""1dbb562043c8cbbf604475698a80566b37c5e446""}}]}"
Rehabilitation Psychology,Rehabilitation Psychology,jour.1016714,1b007bf357dabac225e80e0771a13dbdd1fbaae8,1.0,"{""suggestions"": [{""value"": ""Rehabilitation Psychology"", ""data"": {""id"": ""jour.1016714"", ""title"": ""Rehabilitation Psychology"", ""hash"": ""1b007bf357dabac225e80e0771a13dbdd1fbaae8""}}, {""value"": ""The Korean Journal of Rehabilitation Psychology"", ""data"": {""id"": ""jour.1366439"", ""title"": ""The Korean Journal of Rehabilitation Psychology"", ""hash"": ""d29e594f36be7372b7b8fa55ef69488a8eef2eb5""}}]}"
Rehabitation Counseling Bulletin,,,,0.0,"{""suggestions"": []}"
Revista de Saude Publica,,,,2.0,"{""suggestions"": [{""value"": ""Revista de Sa\u00fade P\u00fablica"", ""data"": {""id"": ""jour.1008943"", ""title"": ""Revista de Sa\u00fade P\u00fablica"", ""hash"": ""394d0a0c154ebfadd1ad1720a2e07d05525f53b5""}}, {""value"": ""Espa\u00e7o para a Sa\u00fade - Revista de Sa\u00fade P\u00fablica do Paran\u00e1"", ""data"": {""id"": ""jour.1114033"", ""title"": ""Espa\u00e7o para a Sa\u00fade - Revista de Sa\u00fade P\u00fablica do Paran\u00e1"", ""hash"": ""aeca7a3d0cf5a73e2dad3401a74b9c59d20fa3a4""}}, {""value"": ""Revista de Ci\u00eancia Veterin\u00e1ria e Sa\u00fade P\u00fablica"", ""data"": {""id"": ""jour.1155017"", ""title"": ""Revista de Ci\u00eancia Veterin\u00e1ria e Sa\u00fade P\u00fablica"", ""hash"": ""53e013b6006867735e522a0f901b036fc5874305""}}, {""value"": ""Revista de Sa\u00fade P\u00fablica do Paran\u00e1"", ""data"": {""id"": ""jour.1355447"", ""title"": ""Revista de Sa\u00fade P\u00fablica do Paran\u00e1"", ""hash"": ""8140cec491a9196b58a7b8305e84e3c478c6af94""}}]}"
Social Work in Public Health,Social Work in Public Health,jour.1038723,8154777f0c8ca67da93bd5060aed36c94b4432ac,1.0,"{""suggestions"": [{""value"": ""Social Work in Public Health"", ""data"": {""id"": ""jour.1038723"", ""title"": ""Social Work in Public Health"", ""hash"": ""8154777f0c8ca67da93bd5060aed36c94b4432ac""}}]}"
South African Journal of Industrial Psychology,,,,0.0,"{""suggestions"": []}"
"Sport, Exercise and Performance Psychology",,,,2.0,"{""suggestions"": [{""value"": ""Sport Exercise and Performance Psychology"", ""data"": {""id"": ""jour.1048466"", ""title"": ""Sport Exercise and Performance Psychology"", ""hash"": ""c7909c9878c1851611c931e92af9f0c982748929""}}]}"
"Testing, Psychometrics, Methodology in Applied Psychology",,,,2.0,"{""suggestions"": [{""value"": ""TPM Testing, Psychometrics, Methodology in Applied Psychology"", ""data"": {""id"": ""jour.1048961"", ""title"": ""TPM Testing, Psychometrics, Methodology in Applied Psychology"", ""hash"": ""842f468e8139cadbcbc5d69291496a42e8795270""}}]}"
